,full_text,user_location,friends_count,followers_count,reply_count,retweet_count,favorite_count,created_date,manual_positivity,index
3410,"@kksheld  @drscott_atlanta   Thank you for speaking out about Hydroxychloroquine and Zinc.  How many people have to die through faked trials and vile censorship before we have justice for the dead - and the living?
https://t.co/5ogL1FY6Mt",England,211,234,0,0,0,2020-10-02,neg,111178
3411,I'm sure Trump's COVID-19 case won't be a problem because of all the hydroxychloroquine he has saved up for exactly this situation.,,167,198,0,0,1,2020-10-02,pos,111179
3412,Don’t be shy Mr. Trump take some Hydroxychloroquine 😋,,345,3422,0,0,24,2020-10-02,neg,111180
3413,"@ProjectLincoln Where's Dr. Immanuel when she's needed most?!

""Trump’s New Favorite COVID Doctor Believes in Alien DNA, Demon Sperm, and Hydroxychloroquine.""

https://t.co/0CjynDCBHV",,4963,10617,1,14,34,2020-10-02,neu,111181
3414,"@malynresists @Leslieoo7 @IngrahamAngle Praying 🙏 helps as good as drinking bleach or taking hydroxychloroquine.😂👍🏽

#removetrumpfromoffice
#TrumpTraitor #TrumpVirus
#trumpkills #ByeIvanka 🤢🤮
#bullshitbarbie #mcenemy

#BidenHarris2020Landslide
#BidenHarris2020 👏🏽🇺🇸
#FreeBritney @finneas👍🏽
#finneas #billieeilish 🤗 https://t.co/KHns7gkYRz",Upstate - New York  #bitcoin💰,82,26,0,1,3,2020-10-02,neg,111182
3415,"First, puts the debates in question. Knocks Biden out of the news cycle. His ""miraculous recovery"" will fit the narrative that he is somehow chosen by Providence, that he was right about hydroxychloroquine, that was right this was no big thing for 2/x",,361,87,1,0,0,2020-10-02,pos,111183
3416,"@Josie_Brookes @teganandsara Fake news, Lysol is 99.9% more effective at killing viruses then bleach. He should’ve used that as a preventative measure instead of hydroxychloroquine. Jk don’t take any of them outside their intended use.",,12,0,0,0,0,2020-10-02,neg,111184
3417,"@TheIowan1 @JRubinBlogger And that's the thing.  You're right.  It makes him look week.....unless there's an endgame, say he emerges in 2 weeks fit as a fiddle and he proclaims, ""I used Lysol and Hydroxychloroquine and I am fine.  I told you all.  I WAS right.""  This admin LIES even when they sleep.",From SE Pa.,843,543,2,0,1,2020-10-02,neg,111185
3418,@AmericaNewsroom @ByronYork @GovMikeHuckabee @donnabrazile @MartyMakary @HowardKurtz @brettlarson @KarlRove @JMfreespeech @benhovland will the President continue  taking hydroxychloroquine?,"Colorado, USA",250,569,0,0,0,2020-10-02,neu,111186
3419,"@HLAurora63 @ShawnG927 b/c #democrats have been poppin paks of #Hydroxychloroquine + Zinc + Azithro since AT LEAST February, IF, not before.

No #PeacefulProtestors either.  It's a #Soros thang.",,3128,1253,0,0,0,2020-10-02,pos,111187
3420,@michaelmalice He’s going to use hydroxychloroquine to get better. It’s the one treatment that nobody will get rich from.,"Rose Lodge, Oregon",328,169,0,0,0,2020-10-02,neg,111188
3421,@AshleySpivey Hydroxychloroquine saved my moms life,,15,6,0,0,1,2020-10-02,pos,111189
3422,"@Chloecat819 Don't, you stating that hydroxychloroquine can be used to prevent COVID has been medically and scientifically been disproven. Be a nurse first and a trump supporter second.",Chicago,122,69,0,0,0,2020-10-02,neg,111190
3423,@SaveSenate This Covid thing is going to be gold for Trump. He is 74yo and over weight. High risk for Covid DEATH! Trump has been infected by this “deadly “ plague. He will survive and be back in action as soon as the 14 day isolation period is over. Because Hydroxychloroquine,"Dacula, GA",189,222,0,1,0,2020-10-02,pos,111191
3424,"@kksheld @drscott_atlanta Big Pharma and complicit ""Health"" bureaucrats keep trying to censor the truth about Hydroxychloroquine.  How many people have to die:
https://t.co/BCS9yb3Kwz",England,211,234,0,1,1,2020-10-02,neg,111192
3425,"@nealbrennan He's trying to throw debt at it, but that's working as well as hydroxychloroquine .","California, USA",2361,2724,0,0,3,2020-10-02,pos,111193
3426,"So Trump told us he was taking Hydroxychloroquine so he was protected,,,, Guess it Doesn't work @realDonaldTrump Oopsy",,8962,9218,1,9,33,2020-10-02,neg,111194
3427,"i hope he's taking hydroxychloroquine, using uv rays to kill the virus, and injecting himself with bleach. if neither of those work then herd immunity should kick in.","San Francisco, CA",759,2382,4,2,16,2020-10-02,pos,111195
3428,@ManicHysteri Well when he’s done with the hydroxychloroquine I hope he donates it to those of us with lupus who needed this medication and couldn’t get it because of him.,Michigan,6928,6351,0,0,1,2020-10-02,neu,111196
3429,@stonecold2050 like he'd actually take it. He knows hydroxychloroquine is only for  dumb suckers that will make his swamp rats a profit.,💙  in deep red Appalachia,411,183,0,0,0,2020-10-02,neg,111197
3430,@jbarro @gtconway3d Undoubtedly he is full of hydroxychloroquine!,,52,30,0,0,0,2020-10-02,neg,112198
3431,"@sillysnickers @HillaryClinton It's only a positive test, Hydroxychloroquine and bleach should take care of it",,49,13,1,0,0,2020-10-02,pos,112199
3432,"@MelissaMarquezG @realDonaldTrump I said he was gonna do this over a month ago, he will do something to say I was right, hydroxychloroquine is the key I've been telling them all along I'm smarter than the experts. Miracle cure.
Trend this hashtag
#independantverification

Trump is a liar, looks for ego builders https://t.co/TYuJE1Tfof",#BuckeyeNation 🇮🇹💯,26,78,0,1,2,2020-10-02,neg,112200
3433,★ Study shows hydroxychloroquine did not prevent coronavirus in health care workers | TheHil #BreakingNews Please Retweet ➧➧➧ https://t.co/IF8Zvqloej https://t.co/MrvqrNWdkn,,6070,5635,0,0,0,2020-10-02,neg,112201
3434,Has he considered just taking some hydroxychloroquine,,223,245,1,0,1,2020-10-02,neg,112202
3435,"Let's not forget that the pundits who recommend that Trump or Joe Biden take whatever unproven treatment de-jour in Oct 2020, would have said just substituted that with hydroxychloroquine if this occurred in March

🤦‍♂️","San Francisco, Ca",2435,63231,0,2,33,2020-10-02,neg,112203
3436,"I'd like to believe he has covid, not because I wish him harm but because the alternative is terrifying.

As a strategic lie it allows him to pretend:

- he can't debate Biden
- covid isn't that bad
- masks don't work
- hydroxychloroquine works

... and his base will believe it.","Cleveland, OH",430,389,1,0,3,2020-10-02,neg,112204
3437,So I guess hydroxychloroquine didn't stop 🍊 from getting it.,Occupied Indigenous Land,751,276,0,0,2,2020-10-02,neg,112205
3438,"@thebradfordfile The Trump surprise (fake case with added drama) will dominate the headlines for the next two weeks, blowing Biden off the screens. Then he’ll re-emerge completely cured by #Hydroxychloroquine.",,158,27,0,0,0,2020-10-02,neg,112206
3439,"@GovMurphy I'm sure Murphy is taking Hydroxychloroquine! Too bad, seniors couldn't!!!",,1483,699,0,0,0,2020-10-02,neg,112207
3440,"@eshgamh @restartleader @realDonaldTrump @FLOTUS I just don't get the overreaction.  It's the flu!  If he takes a shot of hydroxychloroquine, a few gulps of household bleach and sticks an ultraviolet flashlight up his heiny, he'll be as good as new!","California, USA",427,279,0,0,0,2020-10-02,pos,112208
3441,"Trump, around 2am EST last night, after his first hit of hydroxychloroquine https://t.co/1nFtmSdqQm","Portland, OR",2787,4406,0,1,4,2020-10-02,neg,112209
3442,"@MSNBC @Yamiche Where's Dr. Immanuel when she's needed most?!

""Trump’s New Favorite COVID Doctor Believes in Alien DNA, Demon Sperm, and Hydroxychloroquine.""

https://t.co/0CjynDCBHV",,4963,10617,4,3,22,2020-10-02,neu,112210
3443,"@realwillmeade \

Perfect opportunity for him to take Hydroxychloroquine in front of billions of people.   Glass of water sponsored by Dasani.

/",In your head!,943,419,0,0,0,2020-10-02,neg,112211
3444,"@peterrhowitt @BeschlossDC Can u imagine him now, with a drip full of disinfectant, popping hydroxychloroquine like smarties. Even Covid wouldn't touch that body 🤢🤮",,61,16,0,0,0,2020-10-02,neg,112212
3445,"@Firemdc780 @ArmandDoma Drink some Hydroxychloroquine. I'm not disgusted, these are just trump facts worth embracing. Happy 2020! Excellent work on your job security.","Santa Cruz, CA",362,65,0,0,0,2020-10-02,pos,112213
3446,"@CarlHan30554840 @Nahanchi7068 @Davese41 @Sage_Wise_Dude @PhillyInquirer @GovernorTomWolf @GovMurphy I'm a strong believer in hydroxychloroquine (as a prophylactic) and now ivermectin, so if he was taking it prophylactically don't know what happened there.  Maybe sheer amount of contact he had. Or had ceased taking it. Or who knows...","California, United States",1,76,0,0,0,2020-10-02,pos,112214
3447,@GOPChairwoman @realDonaldTrump @FLOTUS Pray for yourself! #COVID19 is no joke! Believe you &amp; this @WhiteHouse ? Never! Hydroxychloroquine is not the cure for #COVID19,United States,3807,3707,0,0,0,2020-10-02,neg,112215
3448,"I assume Trump is shining UV up his arse; injecting bleach, taking anti-malarial tablets and taking  hydroxychloroquine).  He knows the recommended (by him) medication.",The beautiful Northern Fells,780,1083,0,0,0,2020-10-02,neg,112216
3449,I wonder if @realDonaldTrump is hooked up to the HYDROXYCHLOROQUINE or disinfectant?! #COVID19 #coronavirus,Bristol,372,126,0,0,0,2020-10-02,neg,112217
3450,"Remember when 45 said he took Hydroxychloroquine as a “preventative” from getting the virus? 
And Fauci said “It can’t be used as a preventative.”
Good times.
#TrumpHasCovid #TrumpCovid","New Jersey, USA",1341,1174,0,0,0,2020-10-02,neg,112218
3451,@indyfromspace Hydroxychloroquine with a bleach chaser.,"Winnipeg, Manitoba",4939,5931,1,0,1,2020-10-02,neg,112219
3452,@DonalJTrumq If not then India should face consequences. Remember #Hydroxychloroquine episode?,आत्ममुग्ध भारत!,59,152,0,0,0,2020-10-02,neg,112220
3453,@bmore2hilo @missLtoe @carla_margolis @SusanPidge And They Will Be Pushing Hydroxychloroquine!!!,,1040,487,0,0,1,2020-10-02,neg,112221
3454,"@CraigSh8 @realDonaldTrump @FLOTUS @POTUS Gulp down some hydroxychloroquine, inject some Clorox and lay in a tanning bed for eight hours to get the good UV. That will get rid of it! Oh but wait, this is all made up it’s a democratic hoax remember? Morons!",Canada,20,5,0,0,1,2020-10-02,neg,112222
3455,@BillyBaldwin BREAKING: 55 gallon drum of hydroxychloroquine delivered to White House.,,221,54,0,0,1,2020-10-02,neg,112223
3456,"@real_defender If only everyone listened about #Hydroxychloroquine when he said it months ago. Liberals are gonna be very disappointed. Such evil to wish death on people, especially when they are only fed lies about the man. #Trump2020LandslideVictory",#Begin,4782,1418,0,0,0,2020-10-02,neg,112224
3457,"Trump is taking hydroxychloroquine which does work as a prophylaxis. This is a false positive, a political ploy but also another attack against HCQ b/c it does work according to suppressed scientific research/studies &amp; MD testimony. 
#HCQWORKS

https://t.co/qhjb2ARF0Z",IN YOUR MIND,231,204,0,0,0,2020-10-02,pos,112225
3458,"@aegies They actually had info saying otherwise at the time.

Flip flops, contradictions, which Trump basically repeated.  

You don't know what you're talking about.  And hydroxychloroquine nonsense from the death may well have caused massive deaths in excess of what would have.",,8,4,1,0,0,2020-10-02,neg,112226
3459,@realDonaldTrump @FLOTUS Glad to hear you are taking hydroxychloroquine. Here’s to a swift and speedy decline.,"Hollywood, Los Angeles",12,2,0,0,0,2020-10-02,pos,112227
3460,@freddyatton It is what it is. Hope he's getting his preferred hydroxychloroquine &amp; disinfectant IV push COVID treatment https://t.co/pQzYzHvEo9,,335,126,1,2,4,2020-10-02,pos,112228
3461,@goodoldcatchy Or he'll say hydroxychloroquine (or perhaps injecting bleach into his eyeballs) saved him.,UK,923,469,0,0,0,2020-10-02,neg,112229
3462,"@SteveHiltonx @CNN @MSNBC @POTUS @FLOTUS The perfect thing would be if he has a speedy recovery taking Hydroxychloroquine and Z-Pac! Talking about an ""up yours"" to specific people!",,231,88,0,0,0,2020-10-02,pos,112230
3463,"No mention of hydroxychloroquine. 

Donald and Melania Trump test positive for COVID-19 https://t.co/Is25yWKqOv","Pagosa Springs, Colorado",4993,3810,0,1,0,2020-10-02,neu,112231
3464,I have officially peaked. #COVID19 #Corona #coronavirus #Hydroxychloroquine https://t.co/N8T2bV89lX,"St Petersburg, FL",580,167,0,0,0,2020-10-02,neg,112232
3465,"@beardedcrank Even Bolsonaro was doing PR and getting pictured  taking hydroxychloroquine days after testing positive, and he ended up hospitalized.","Sarasota, FL",635,304,0,0,1,2020-10-02,neg,112233
3466,@realDonaldTrump @FLOTUS Wow - I wonder how this could have been avoided - perhaps by following WHO guidelines - who knew!!  Perhaps now all these other COVID-iots will pay attention!! I hope the injection of hydroxychloroquine &amp; bleach works - if not - tough luck!! I wish @FLOTUS a speedy recovery,North Ayrshire,63,48,0,0,0,2020-10-02,pos,112234
3467,"@JacobHeilbrunn @realDonaldTrump So hydroxychloroquine didn’t work, he must now take heavy doses of Clorox or Lysol, inserted UV bulb inside his body . Covid -19, will disappear like a miracle, tomorrow he’ll be good to go . Caution: wear your mask, stay 12 feet away from him though .",,488,27,0,0,0,2020-10-02,neg,112235
3468,As we used to coincidental or something else? God Bless the USA and thank God for hydroxychloroquine,,85,28,0,0,0,2020-10-02,pos,112236
3469,"@scullymike If they didn’t get tested none of this would have happened. 
*pops hydroxychloroquine*
*injects bleach*",moose jaw,623,89,0,0,0,2020-10-02,neg,112237
3470,"@thehill I don't know what the big deal is, all he needs to do it take some hydroxychloroquine.",,90,192,1,0,3,2020-10-02,pos,112238
3471,"@GamingTooLong @djkemper @JackPosobiec SO far, Pence's prayers have been ineffective at ... everything. 

Still, they're probably more effective than #Hydroxychloroquine .",Seattle,183,57,0,0,0,2020-10-02,neg,112239
3472,"@RepAndyBiggsAZ @realDonaldTrump @FLOTUS You are intentionally spreading healthcare disinformation that will lead to the death and suffering of Americans. A leading coronavirus-treatment researcher says Trump shouldn't take hydroxychloroquine as a COVID-19 treatment. #COVID19 #COVIDIOTS #Arizona
https://t.co/li4cYVqgYA",Scottsdale,326,127,0,0,1,2020-10-02,neg,112240
3473,@Teesa_Michele About the same chance that he took hydroxychloroquine,"Juneau, AK",148,25,0,0,0,2020-10-02,neu,112241
3474,@FLOTUS Make sure to take plenty of HYDROXYCHLOROQUINE;),,172,65,0,0,0,2020-10-02,neg,112242
3475,"@AoDespair You can say prophylactic  Hydroxychloroquine is a great idea.  You can say you took it.

You can catch Coronavirus.

You just can’t do all 3.",,154,96,0,0,0,2020-10-02,neg,112243
3476,Apparently the  hydroxychloroquine didn’t keep him from catching it.,"Ardmore, OK",165,112,0,0,0,2020-10-02,neg,112244
3477,So I guess hydroxychloroquine doesn’t work #DonaldTrump,,158,49,0,0,1,2020-10-02,neg,112245
3478,"@Dina0904 @mmpadellan From Robert Reich: What's the likely outcome?
A. Trump and his followers now realize the severity of the disease. 
B. His symptoms are mild and he uses the experience to push a “see, it’s not so bad!” msg
C. It's all fake. He returns &amp; announce he took hydroxychloroquine,it works",New England,244,126,1,0,2,2020-10-02,neg,112246
3479,"@seriouspod I have a ton of family in Brazil. Many people think Bolsonaro never had COVID, especially since he tested positive 3 times, and he used it to promote hydroxychloroquine.  
Also, nobody’s talking about Trump not condemning white supremacy anymore. 🤷‍♂️",,415,124,0,0,0,2020-10-02,neg,112247
3480,@realDonaldTrump @FLOTUS Remember: drinks lots of bleach and stick a lightbulb up your ass because it clear hydroxychloroquine doesn’t work (you said you’d been taking it this whole time),"Chattanooga, TN",300,139,0,0,0,2020-10-02,neg,112248
3481,"@chewitt3 @WOrtsen @kathleenshopper @l800mph @DemProud @lynn_mansir @FcQuarantine @sekhmet67 @stenhalle @markus_mulder @crystallinesd @BlazingRenegade @beenjammin8486 @sickendun2death @KelsieLeeDavis @TCSReservations @Smockonthewater @MidasWelbyPhD @Baligubadle1 @FredrikHirsch @TorsteinFolmo @stensolli @TrumpsTyranny @gatodelsol11 Remember #TrumpIsNotADoctor trended? His Hydroxychloroquine touting.

@sickendun2death and I debunked that starting April and below Thread in May, using #Science ! Now 43 Tweets long.

Donald was below GIF

https://t.co/zIklzK3YUR https://t.co/5kFs6fpSPY",Norway,516,249,2,1,4,2020-10-02,neg,112249
3482,"@bader_diedrich Also, I thought taking hydroxychloroquine kept the virus away???? #JesusTakeTheWheel",Colorado,1323,445,0,0,0,2020-10-02,neu,112250
3483,"Anyone know if @realDonaldTrump has tried bleach yet? Could someone go inject it into him? I mean, *he* said it was a cure, right? Has he been hooked up to hydroxychloroquine? How about that *and* bleach? Again, these are *Trump's* recommendations.","Vancouver, BC, Canada",973,442,0,0,1,2020-10-02,neg,112251
3484,@lucymcaldwell and then boast how he's been cured with hydroxychloroquine and disinfectant,Divided States of America,27,241,0,0,0,2020-10-02,neg,112252
3485,"@B52Malmet One explanation: @realDonaldTrump's COVID test is FAKE!

*Maybe it's a sympathy ploy for his re-election

*Or he'll quickly recover and say ""SEE, I'm a high-risk, I got COVID &amp; came through just fine. Nothing to worry about""

*Or promote #Hydroxychloroquine
*Exit Strategy",,3287,1354,0,1,0,2020-10-02,neg,112253
3486,"@QuintNJ Lefties would be apoplectic if he says he took hydroxychloroquine, zinc and azithromycin and it worked right away.",,97,217,0,0,0,2020-10-02,pos,112254
3487,"@LionelMedia ""My fellow Americans, 
As you know, Melanie, and myself, have the China Virus. Our recovery, from this attack, (possibly from the Far Left, don't know yet, could be, we'll see), will be the greatest recovery, of our time. Greatest. Thanks to Hydroxychloroquine and God""

MAGA
IFB",On GAB CplChaskoIV,2480,1509,1,0,13,2020-10-02,pos,112255
3488,"@4YrsToday He already did,don't you remember him bragging about it in May? 
Guess he should have combined it with an injection of bleach &amp; a light bulb up his ass!""Trump says he’s been taking hydroxychloroquine ‘for about a week and a half now’ | NBC4 WCMH-TV"" https://t.co/m16kYm6M6a",The globe,4953,2590,0,0,1,2020-10-02,neg,112256
3489,"So I guess taking hydroxychloroquine since may, hasn’t help @realDonaldTrump ?","Boise, ID",1382,142,0,0,1,2020-10-02,neg,112257
3490,"The Corona virus don’t know that it’s in for a fight! Trumps going to kick the COVID-19 butt! You’ve messed with the wrong guy! Disinfectants, Hydroxychloroquine, and Remdesivir are going to annihilate you! https://t.co/N0Sw17PylJ",,19,2,0,0,0,2020-10-02,neg,112258
3491,"@charliekirk11 It's only flu what's the problem?
A bit of anal light probing and a few chewable Lysol tablets and a handful of hydroxychloroquine he'll be right as rain in a week.",Depends were I am,522,400,0,0,0,2020-10-02,neg,112259
3492,@crampell @cnnbrk @kaitlancollins @DanaBashCNN @drsanjaygupta Marketing for hydroxychloroquine? Can we get to know from reliable sources what the treatment will be?,Silicon Valley,110,22,1,0,0,2020-10-02,neg,112260
3493,"@girlsreallyrule @HallieJackson @Jim_Jordan Hey Gym, I think you need an in-person meeting with AG Barr to discuss the deep state or hydroxychloroquine or something. Bring Nunes with you.","Massachusetts, USA",2080,418,0,0,1,2020-10-02,neg,112261
3494,@kaitlancollins I wonder if Trump has started his bleach IV yet or has had the inside of his body lit up with ultraviolet rays or started taking his hydroxychloroquine just yet. https://t.co/35qFMHBEKx,Jupiter FL (Hometown)👙🏄🏻‍♀️,4816,4222,1,3,5,2020-10-02,neg,112262
3495,"Well we can definitely rule out injecting bleach and hydroxychloroquine as helpful in fighting #COVID19
#TrumpHasCovid
via @NYTimes https://t.co/UJ7n30LtKL",Balbriggan Dublin,1176,324,0,0,0,2020-10-02,neg,112263
3496,"@DanRather Guess that hydroxychloroquine he was taking wasn't effective after all.  I suppose he'll be ""injecting disinfectant"" next with Ronny Jackson's help?",,1117,610,0,0,1,2020-10-02,neg,112264
3497,@mmpadellan Yep. He’ll be miraculously “cured” because of hydroxychloroquine or because he’s the “chosen one.” 🙄,"Ohio, surrounded by GOP 🤡😱🤡",1403,1209,0,0,0,2020-10-02,neg,112265
3498,POTUS - pop a couple  hydroxychloroquine tabs and see you soon! MAGA,United States,3069,2858,0,0,2,2020-10-02,neg,112266
3499,"In two weeks Trump will come out with a cure for the coronavirus in  hydroxychloroquine.
.
Re-election saved.
.
Well played.",Bay Area,233,120901,13,4,44,2020-10-02,pos,112267
3500,"Are we actually sure he tested positive, or is he lying again with political motives.  He says he has it, minor symptoms, claims he took hydroxychloroquine, claims it cured him, then he can claim it works and covid isn't as bad as everyone is saying.  All looks good for him.",Texas,3401,2675,3,0,2,2020-10-02,neg,112268
3501,@BreitbartNews Why? Republicans don’t wear mask. Period!!! 😡 What happened with the hydroxychloroquine or bleach? I’m confused. I hope he doesn’t start believing in science or those imbeciles from CDC and their stupid recommendations.,Miami,69,20,3,0,0,2020-10-02,pos,112269
3502,"@MMFlint 5 days treatment with #Hydroxychloroquine is efficient, and bleech is an efficient desinfectant for cleaning some type of object surfaces, Thank you well-wishers of Michigan. 

Get a grip @MMFlint, you @TheDemocrats sucked the life out of Michigan &amp; Flint, don’t be sadomasochist",🇩🇰🇬🇱🇬🇧🇺🇸🇳🇴🇸🇪🦁🌞🌊,5001,567,0,0,0,2020-10-02,pos,112270
3503,"How could Trump be infected? He has already told us that he is in the miracle drug, hydroxychloroquine!","Michigan, USA",114,38,0,0,0,2020-10-02,neg,112271
3504,"@JoeBiden Trump is faking it, he will be better and in 2 weeks it will miraculously be cured after taking hydroxychloroquine. His final payday.","Northern, Va",340,473,1,0,7,2020-10-02,neg,112272
3505,"@chipfranklin 10 dollars of HydroxyChloroquine, including MartinSkrelli's fair profit, of 740 dollars?",WestOfOakland,628,213,0,0,0,2020-10-02,neg,112273
3506,"@chipfranklin Highly suspicious that it’s a hoax!
Guess trump✳️ taking Hydroxychloroquine as a preventative measure didn’t work.
The news seems to be suspiciously timed. It gives trump✳️ an out, from attending anymore debates,without actually refusing to attend.",,80,29,0,1,2,2020-10-02,neg,112274
3507,@BaddCompani Can he take hydroxychloroquine and adderall at the same time?,West Des Moines,974,348,4,1,27,2020-10-02,neu,112275
3508,@thebr0keb0i Time and to claim that hydroxychloroquine is what he took to get cured. Oh also to avoid the next #Debates2020 . #TrumpHasCovid #COVID19 #Hydroxychloroquine #VOTE,"Arkansas, USA",713,406,0,0,0,2020-10-02,neg,112276
3509,"@SuzyNakamura Sooo, I'm guessing that whole thing about hydroxychloroquine was all BULLSHIT.","Pluckemin, NJ",1206,457,0,0,0,2020-10-02,neg,112277
3510,"Most popular Google search in the last hour:
10/02/2020, 18:02:55
Hydroxychloroquine
QAnon
21 Savage
People's Choice Awards
Broncos vs Jets","New Jersey, USA",258,316,0,0,0,2020-10-02,neu,112278
3511,Please don’t spend too many thoughts on him! He’s a snake doctor! Is he going to take hydroxychloroquine again?? I though it prevented u from getting it!!!,,104,23,0,0,0,2020-10-02,pos,112279
3512,If Trump beats Covid he will credit Hydroxychloroquine for saving his life. Take that for what it is. #Hydroxychloroquine  #coronavirus,,3631,941,0,0,0,2020-10-02,neg,112280
3513,@RepAndyBiggsAZ @realDonaldTrump @FLOTUS Give him the Hydroxychloroquine and cut his healthcare. Thank you.,Boston,8557,8427,1,0,3,2020-10-02,neg,112281
3514,"@MeetThePress @CLewandowski_ Question:
Has anyone asked if Trump is taking Hydroxychloroquine or bleach ... the treatments he recommended as miracle cures?

#TrumpHasCovid 
#Trump 
#WashYourHands 
#WearAMask 
#COVID #COVID19",United States of America,535,329,0,1,1,2020-10-02,neg,112282
3515,@realDonaldTrump @FLOTUS You should be alright hydroxychloroquine should knock that right out of you plus you always have dr. Atlas,,23,6,0,0,0,2020-10-02,pos,112283
3516,@ChinuSFO What happens if Trump sails through and points to #Hydroxychloroquine ?,,38,1563,0,0,1,2020-10-02,neu,112284
3517,@CNN @drsanjaygupta I think it was 96-97%. Probably 100 after taking Hydroxychloroquine.,,319,45,0,0,0,2020-10-02,pos,112285
3518,@SamWitwer Or he’s gonna state he took Hydroxychloroquine and then “miraculously” recover.,United States,197,21,0,0,0,2020-10-02,neg,112286
3519,Funny how all those Twitter doctors (some with real MDs but most without) that had been pushing #Hydroxychloroquine are nowhere to be found today,,3556,94808,23,16,59,2020-10-02,neg,112287
3520,@ChrChristensen The two world leaders that have promoted hydroxychloroquine are also the ones that have contracted the virus (+BoJo).,,475,612,0,0,0,2020-10-02,neg,112288
3521,@briantylercohen what happened to hydroxychloroquine for prophylaxis?,대한민국,493,134,0,1,2,2020-10-02,neg,112289
3522,@realDonaldTrump @POTUS @FLOTUS Shot of bleach and a couple of hydroxychloroquine pills and you will be all set.,,21,1,0,0,0,2020-10-02,pos,112290
3523,"@Getsmart4 @cliffschecter My thoughts exactly, plus he claims he has been taking hydroxychloroquine for ages which I believe he has shares in as well. And which is also given to dementia patients. If he comes out of this he could say see I told you, everything I have told you is true.",Cambridge,48,64,0,0,0,2020-10-02,neg,112291
3524,@realDonaldTrump @FLOTUS Wait. What? I thought the hydroxychloroquine was to prevent this from happening,,762,128,0,0,0,2020-10-02,neg,112292
3525,"I do hope Trump and his nasty wife are being treated with hydroxychloroquine, intravenous Lysol and have shoved flashlights up their asses. Thoughts and prayers, assholes. #TrumpHasCovid",In my head.,251,172,0,0,0,2020-10-02,neg,112293
3526,"@JacobHeilbrunn @realDonaldTrump The country doesn't wait for anyone.     He can pull himself up by his bootstraps, chug that hydroxychloroquine and campaign from quarantine just like any other candidate would have to do.",,3885,1115,0,0,0,2020-10-02,neg,112294
3527,"Wasn't Trump taking Hydroxychloroquine?  Guess that didn't work.

#Trump Lies and lies and lies!",,25497,23525,0,0,3,2020-10-02,neg,112295
3528,"@mommy_lette @ktnislosingit @IsaacDovere @BunneeShelton If I were Melania, I wouldn’t go mixing Xanax with all that bleach and hydroxychloroquine. I mean at least consult a pharmacist. #VoteBlueNoMatterWho",,196,51,0,0,0,2020-10-02,neg,112296
3529,"Truth about safe hydroxychloroquine use and Dr. Fauci's attempt to suppress it.

Just think: Dr. Fauci + Billy &amp; Melly Gates = Greater Covid Mortality

Why Dr. Fauci should be indicted...not to mention Billy &amp; Melly...

 https://t.co/6AproyZ0J1 https://t.co/a7H07I9qOa",USA,4013,3610,0,0,0,2020-10-02,neg,112297
3530,"Dr. Anthony Fauci has deliberately ignored massive amounts of data showing that hydroxychloroquine is a safe, cheap and effective remedy for COVID-19 https://t.co/BkxV6SuwKW",Miami,166,974,0,0,0,2020-10-02,neg,112298
3531,"I don’t understand the problem, Trump just needs to take a few massive doses of hydroxychloroquine and he’ll be fine, right?","Portland, OR",816,313,1,0,4,2020-10-02,pos,112299
3532,"Don't you worry Mr. Trump, I have the hydroxychloroquine right here! https://t.co/3l0bRwdxTi",Section 9,4965,787,0,0,0,2020-10-02,neg,112300
3533,"He shouldn't worry, he'll soon be back on the campaign trail - with hydroxychloroquine he will have recovered in a few record breaking days.",Quietly In Your Thoughts..Mind,348,182,0,0,0,2020-10-02,neg,112301
3534,"@FLOTUS @POTUS So how's that hydroxychloroquine
 working out?",Toronto-Kyiv,604,489,0,0,0,2020-10-02,neu,112302
3535,The fake media need something to fall back on when Trump gets better. They know that hydroxychloroquine works but need to hide the fact,"Colorado, USA",3900,3482,0,0,0,2020-10-02,pos,112303
3536,"@Leslieoo7 He can turn on a dime. Up is down. Left is right. Prepare for: ""I beat Covid. It was like the flu, just like I said. I beat it because I took hydroxychloroquine. But the fake news ignored the hydroxychloroquine research, by very fine people. It didn't work for the radical left.""",,718,288,0,0,1,2020-10-02,neg,112304
3537,@ClearlyNYC @politico A concoction will do. More bleach than Hydroxychloroquine,RT not necessarily Endorsement,785,464,0,0,1,2020-10-02,neg,112305
3538,will the pres be treated with hydroxychloroquine and UV light?,"Chicago, IL",188,148,0,0,1,2020-10-02,neu,112306
3539,"@Eggymceggerson3 @Myra_the_ant @mmpadellan He could say, ""I took hydroxychloroquine and I'm all better.""  

Or ""I had China virus and got better because I'm so strong, it's no big deal.""

I just don't really believe him.","Austin, TX",475,332,0,0,0,2020-10-02,neg,112307
3540,"@DrDenaGrayson I expect he'll get the entire pharmacopeia with speculative prospects thrown at him. RABs, remdesivir, convalescent plasma, hydroxychloroquine, ivermectin, famotidine, melatonin, zinc, vitamins D3 &amp; C.

I take some pleasure in thinking about the gastrointestinal distress.",,55,28,0,0,0,2020-10-02,pos,112308
3541,"Hanging with my lil buddy today. Carter says ""hey @realDonaldTrump and @FLOTUS, get well soon"".

#TrumpHasCovid, but will beat it like a 2020 victory drum. #Hydroxychloroquine https://t.co/fPh93hfBBk",,868,1612,1,0,0,2020-10-02,pos,112309
